#,Segment,Company name,Audit status,HQ country,Market,Segment,Why wrist = must,Pain Score,Funding / revenue,Funding score,Website,E-com type,Last media mention = title + source link with anchor,Coverage score,Priority score,Notes / flags
312.0,Corporate wellness & Remote Patient Monitoring,Curebase,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Remote trial platform,"eClinical platform (ePRO, eConsent, EDC). Does not deploy proprietary wrist devices; platform-agnostic device integrations for DCTs.",1.0,"Independent
 https://getlatka.com/companies/curebase.com",1.0,https://www.curebase.ai/,B2B,"Curebase Expands AI-Powered eClinical Platform and Launches Sitebase — Clinical Research News Online, January 30, 2026 — https://www.clinicalresearchnewsonline.com/news/2026/01/30/curebase-expands-ai-powered-eclinical-platform-and-launches-sitebase-free-modern-technology-for-research-sites",2.0,4.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Funding score adjusted 2→1. Original status: Seed-list exception.
313.0,Corporate wellness & Remote Patient Monitoring,Health Recovery Solutions (HRS),Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Other,"HRS provides disease-specific care plans with connected devices including BP monitors, weight scales, pulse oximeters, and glucose meters. No wrist-worn device deployment identified.",1.0,"Independent (private)
 NOT FOUND",1.0,https://www.healthrecoverysolutions.com,B2B,"Health Recovery Solutions Acquires Rimidi to Expand Remote Care Programs — Pulse 2.0, December 2, 2025 — https://pulse2.com/health-recovery-solutions-acquires-chronic-disease-management-company-rimidi/",2.0,4.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Funding score adjusted 2→1. Original status: Needs verification.
314.0,Corporate wellness & Remote Patient Monitoring,HeiaHeia,Fail,Finland,International / US-EU presence needs verification,Corporate wellness & RPM — Employee wellbeing,HeiaHeia partners with Polar for wearable integration (Polar x HeiaHeia corporate wellness). The platform syncs with wearables but does not deploy or provide its own wrist-worn devices.,1.0,"H2 Wellbeing (independent) ($649.5K ARR (2024))
 $649.5K ARR (2024)
 https://getlatka.com/companies/heiaheiacom",1.0,https://www.heiaheia.com,B2B,"HeiaHeia Hits 100 Customers For Employee Wellness Platform — ArcticStartup, September 3, 2025 — https://arcticstartup.com/heiaheia-hits-100-customers-for-corporate-wellness-platform/",2.0,4.0,funding: ~$2M raised (2014 round + Tekes) Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
315.0,Corporate wellness & Remote Patient Monitoring,HUSK Wellness,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Workplace challenges,"HUSK offers all-in-one corporate wellness benefits with challenges, rewards, telehealth nutrition, and mental health support. No evidence of deploying wrist-worn devices.",1.0,"Independent (private) ($11.8M (estimated))
 $11.8M (estimated)
 https://compworth.com/company/huskwellnesscom",2.0,https://huskwellness.com,B2B,"HUSK Launches Challenge Platform to Help Employers Build Sustainable Health and Wellness Cultures — PR Newswire, October 30, 2025 — https://www.prnewswire.com/news-releases/husk-launches-challenge-platform-to-help-employers-build-sustainable-health-and-wellness-cultures-302599276.html",1.0,4.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Funding score adjusted 1→2. Coverage score adjusted 2→1 under revised Tier 1 rules. Original status: Needs verification.
316.0,Corporate wellness & Remote Patient Monitoring,IncentFit,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Corporate wellness,"IncentFit provides corporate wellness software for challenges, reimbursements, and fitness rewards. Platform integrates with fitness apps and wearables but does not deploy its own wrist-worn devices.",1.0,"Independent (bootstrapped) ($2.5M ARR (2025))
 $2.5M ARR (2025)
 https://getlatka.com/companies/incentfit.com",1.0,https://incentfit.com,B2B,"IncentFit & 13+ Corporate Wellness Platforms Like IncentFit.com — Healthynexercise Review, July 5, 2026 — https://healthynexercise.com/corporate-wellness-programs/incentfit-review/",2.0,4.0,funding: $20K seed (bootstrapped) Pain score is low and wrist sizing is not shown as must-have. Coverage score adjusted 1→2 under revised Tier 1 rules. Original status: Needs verification.
317.0,Corporate wellness & Remote Patient Monitoring,STEPPI,Fail,United Arab Emirates,Needs verification,Corporate wellness & RPM — Step-challenge,STEPPI integrates with compatible Garmin wearable devices for corporate wellness challenges and step tracking. Does not deploy its own wrist-worn devices; relies on consumer wearables.,1.0,"Independent (private)
 NOT FOUND",1.0,https://www.steppi.com,B2B,"Dual-language Employee Health and Wellness App Increases Engagement in the UAE — Garmin Blog, 2025 — https://www.garmin.com/en-AU/blog/dual-language-employee-health-and-wellness-app-increases-engagement-in-the-united-arab-emirates/",2.0,4.0,funding: $1.8M raised (2021 corporate round) Pain score is low and wrist sizing is not shown as must-have. Coverage score adjusted 1→2 under revised Tier 1 rules. Original status: Needs verification.
318.0,Corporate wellness & Remote Patient Monitoring,Teamupp,Fail,France,US/EU active or B2B platform indicated,Corporate wellness & RPM — Employee movement,Teamupp is a corporate wellness and team building platform for challenges and activities. No evidence of deploying wrist-worn devices. Focus is on challenge management and team cohesion.,1.0,"Independent (private)
 NOT FOUND",1.0,https://teamupp.io,B2B,"Teamupp: Pricing, Reviews & Features 2026 — HR Tools, 2026 — https://hr.toolsinfo.com/tool/teamupp",2.0,4.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Coverage score adjusted 1→2 under revised Tier 1 rules. Original status: Needs verification.
319.0,Corporate wellness & Remote Patient Monitoring,Tenovi,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — RPM/RTM partner,"Tenovi provides 50+ cellular-connected RPM hardware devices with plug-and-play Cellular Gateway. Devices include BP monitors (with wrist BPM option via Jumper Wrist BPM), pulse oximeters, glucose meters, scales, thermometers. Wrist BP monitor is optional arm-cuff alternative, not a smartwatch-style device.",1.0,"Independent (private)
 NOT FOUND",1.0,https://www.tenovi.com,B2B,"Tenovi Selected to Participate in CPESN USA Pharmacist Remote Care Initiative — National Law Review, June 3, 2026 — https://natlawreview.com/press-releases/tenovi-selected-participate-cpesnr-usa-pharmacist-remote-care-initiative",2.0,4.0,funding: $4.68M raised (3 rounds) Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
320.0,Corporate wellness & Remote Patient Monitoring,100Plus,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Remote care+devices,"100Plus provides RPM platform with BP monitors, glucose meters, pulse oximeters, and scales. No wrist-worn device identified. AI virtual assistant 'Ava' for care coordination.",1.0,"Connect America ($3.3M ARR (2025 est.))
 $3.3M ARR (2025 est.)
 https://getlatka.com/companies/100plus.com",1.0,https://www.100plus.com,B2B,"100Plus Enables Sweetwater Medical Associates to Improve Patient Adherence and Health Metrics with AI-Assisted RPM — PR Newswire, September 13, 2022 — https://www.100plus.com/",1.0,3.0,funding: Acquired by Connect America (2021) Pain score is low and wrist sizing is not shown as must-have. Funding score adjusted 2→1. Original status: Needs verification.
321.0,Corporate wellness & Remote Patient Monitoring,Datacubed Health,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — eClinical monitoring,"eCOA/ePRO platform with smartphone apps, wearable and in-home sensors. Integrates third-party wearables but does not develop proprietary wrist devices.",1.0,"Independent
 https://getlatka.com/companies/datacubed.com",1.0,https://www.datacubed.com/,B2B,"Datacubed Health Sharpens Focus on eCOA and ePRO With New CEO — Yahoo Finance / BioSpace, 2025 — https://finance.yahoo.com/news/datacubed-health-sharpens-focus-ecoa-120000767.html",1.0,3.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Original status: Seed-list exception.
322.0,Corporate wellness & Remote Patient Monitoring,HealthArc,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Remote monitoring,"HealthArc provides cellular medical devices for RPM including BP monitors, glucose meters, pulse oximeters, and scales. No wrist-worn device identified.",1.0,"Independent (private) (~$500K TTM revenue)
 ~$500K TTM revenue
 https://gust.com/companies/healtharc",1.0,https://www.healtharc.io,B2B,"Continuous Care, Real Results: How HealthArc Is Quietly Redefining Virtual Healthcare — LinkedIn Pulse, December 19, 2025 — https://www.linkedin.com/pulse/continuous-care-real-results-how-healtharc-quietly-redefining-xglye",1.0,3.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
323.0,Corporate wellness & Remote Patient Monitoring,Luscii,Fail,Netherlands,US/EU active or B2B platform indicated,Corporate wellness & RPM — Remote monitoring,"Luscii provides a remote patient monitoring platform used in ~70% of Dutch hospitals. Parent company OMRON manufactures wrist BP monitors, but Luscii's platform integrates various devices without specifically deploying wrist-worn devices as a core offering.",1.0,"OMRON Healthcare ($7.7M ARR (2025))
 $7.7M ARR (2025)
 https://getlatka.com/companies/luscii.com",1.0,https://luscii.com,B2B,"Graphnet Health and Luscii Partner to Launch Graphnet Remote Monitoring Platform — LinkedIn Pulse, 2025 — https://www.linkedin.com/pulse/graphnet-health-luscii-partner-launch-remote-monitoring-news-le7me",1.0,3.0,funding: Acquired by OMRON Healthcare (undisclosed) Pain score is low and wrist sizing is not shown as must-have. Funding score adjusted 3→1. Coverage score adjusted 2→1 under revised Tier 1 rules. Original status: Needs verification.
324.0,Corporate wellness & Remote Patient Monitoring,ObvioHealth,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Digital DCT platform,Decentralized clinical trial platform (ObvioGo). Partners with device manufacturers for trials; does not deploy proprietary wrist-worn RPM devices as core product.,1.0,"Independent (strategic investment from Guardant Health)
 https://getlatka.com/companies/obviohealth",1.0,https://www.obviohealth.com/,B2B,"ObvioHealth Introduces ObvioGo 2.2: Transforming Study Management with AI-Driven Innovation — PR Newswire, January 14, 2025 — https://www.prnewswire.com/news/obviohealth/",1.0,3.0,wrist_device_core=False No proprietary or must-have wrist device; wrist measurement appears indirect or non-core. Funding score adjusted 2→1. Coverage score adjusted 2→1 under revised Tier 1 rules. Original status: Seed-list exception.
325.0,Corporate wellness & Remote Patient Monitoring,OVRVEW,Fail,United States,US/EU active or B2B platform indicated,Corporate wellness & RPM — Device-data layer,"OVRVEW is a device-data layer for RPM — they collect and normalize readings from approved connected devices. They offer white-label FDA-cleared cellular devices but their model is data infrastructure, not device deployment. No evidence of wrist-worn device deployment.",1.0,"Independent (LLC formed June 2026) (NOT FOUND (newly incorporated))
 NOT FOUND (newly incorporated)",1.0,https://ovrvew.com,B2B,"NOT FOUND (very new entity, limited public presence)",1.0,3.0,funding: NOT FOUND (newly formed LLC) Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
326.0,Corporate wellness & Remote Patient Monitoring,ReachingApp,Fail,Sweden,International / US-EU presence needs verification,Corporate wellness & RPM — Employee challenges,"ReachingApp syncs with Apple Health, Fitbit, Garmin, Google Fit, and Apple Watch for step tracking in wellness challenges. Does not deploy own wrist-worn devices.",1.0,"Independent (private, founded 2013)
 NOT FOUND",1.0,https://www.reachingapp.com,B2B,"ReachingApp Reviews 2026: Details, Pricing, & Features — G2, February 19, 2026 — https://www.g2.com/products/reachingapp/reviews",1.0,3.0,funding: NOT FOUND Pain score is low and wrist sizing is not shown as must-have. Original status: Needs verification.
